Index,Country,Country code,Type,Parent code,"1,950.00","1,951.00","1,952.00",1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
260,Bosnia and Herzegovina,70,Country/Area,925,"2,661.30","2,710.65","2,764.71","2,821.31","2,878.84","2,936.30","2,993.28","3,049.93","3,106.90","3,165.19","3,225.66","3,288.60","3,353.23","3,417.57","3,479.00","3,535.63","3,586.63","3,632.68","3,675.45","3,717.48","3,760.54","3,805.29","3,851.15","3,897.26","3,942.22","3,985.11","4,025.27","4,063.19","4,100.36","4,138.82","4,179.85","4,222.48","4,265.18","4,307.91","4,350.57","4,392.14","4,435.93","4,479.52","4,509.46","4,507.82","4,463.42","4,369.32","4,233.67","4,078.94","3,936.53","3,829.05","3,764.42","3,736.07","3,734.34","3,743.35","3,751.18","3,755.51","3,759.39","3,762.18","3,764.19","3,765.33","3,765.42","3,762.79","3,754.26","3,735.95","3,705.48","3,661.17","3,604.97","3,542.60","3,482.11","3,429.36","3,386.26","3,351.53","3,323.93","3,301.00","3,280.82"
261,Croatia,191,Country/Area,925,"3,850.29","3,886.22","3,922.67","3,959.12","3,995.14","4,030.42","4,064.77","4,098.13","4,130.49","4,161.96","4,192.64","4,222.50","4,251.42","4,279.06","4,304.99","4,328.93","4,350.82","4,370.86","4,389.32","4,406.61","4,423.07","4,438.82","4,453.99","4,469.03","4,484.52","4,500.87","4,518.10","4,536.20","4,555.41","4,576.03","4,598.13","4,621.42","4,645.40","4,669.62","4,693.42","4,716.12","4,737.95","4,758.15","4,773.68","4,780.63","4,776.37","4,760.00","4,732.87","4,697.54","4,657.80","4,616.76","4,574.89","4,532.41","4,491.91","4,456.45","4,428.08","4,408.07","4,395.80","4,388.91","4,383.88","4,378.07","4,370.78","4,362.43","4,352.64","4,341.26","4,328.16","4,313.10","4,295.87","4,276.59","4,255.52","4,232.87","4,208.61","4,182.85","4,156.41","4,130.30","4,105.27"
262,Gibraltar,292,Country/Area,925,22.03,22.29,22.49,22.63,22.73,22.78,22.83,22.88,22.98,23.15,23.42,23.81,24.31,24.89,25.48,26.08,26.63,27.17,27.69,28.17,28.60,29.01,29.35,29.66,29.89,30.06,30.18,30.23,30.22,30.17,30.07,29.90,29.70,29.48,29.28,29.15,29.10,29.11,29.16,29.19,29.15,29.02,28.84,28.68,28.61,28.69,28.97,29.40,29.95,30.53,31.08,31.60,32.10,32.56,32.93,33.22,33.42,33.52,33.57,33.56,33.59,33.61,33.65,33.69,33.73,33.74,33.74,33.72,33.72,33.71,33.69
263,Greece,300,Country/Area,925,"7,668.79","7,742.94","7,814.17","7,882.60","7,948.28","8,011.13","8,070.96","8,127.48","8,180.31","8,229.11","8,273.63","8,314.01","8,350.88","8,385.44","8,419.30","8,453.82","8,489.87","8,528.03","8,569.14","8,614.04","8,663.57","8,716.87","8,774.51","8,840.31","8,919.25","9,014.09","9,127.06","9,254.98","9,388.72","9,515.74","9,627.00","9,719.84","9,796.83","9,860.73","9,916.48","9,968.23","10,015.12","10,057.29","10,101.35","10,155.72","10,225.99","10,315.11","10,420.23","10,533.81","10,644.94","10,745.50","10,832.14","10,906.25","10,970.12","11,027.90","11,082.10","11,134.45","11,182.31","11,218.88","11,234.99","11,224.80","11,185.23","11,120.37","11,040.31","10,959.27","10,887.64","10,829.07","10,781.12","10,740.50","10,701.46","10,659.74","10,615.18","10,569.45","10,522.24","10,473.45","10,423.06"
264,Holy See,336,Country/Area,925,0.91,0.88,0.88,0.89,0.90,0.90,0.91,0.91,0.91,0.91,0.90,0.90,0.90,0.90,0.88,0.85,0.81,0.77,0.71,0.67,0.65,0.65,0.66,0.69,0.71,0.72,0.73,0.73,0.73,0.72,0.73,0.72,0.73,0.73,0.73,0.74,0.75,0.75,0.75,0.76,0.76,0.76,0.77,0.78,0.78,0.78,0.78,0.79,0.79,0.79,0.79,0.79,0.79,0.79,0.80,0.80,0.80,0.79,0.79,0.79,0.78,0.79,0.79,0.79,0.79,0.79,0.79,0.80,0.81,0.82,0.81
265,Italy,380,Country/Area,925,"46,598.60","47,009.98","47,390.57","47,737.39","48,051.04","48,335.58","48,598.90","48,852.44","49,110.37","49,388.39","49,699.95","50,052.17","50,442.35","50,856.41","51,273.23","51,677.25","52,062.75","52,433.48","52,794.53","53,154.58","53,518.97","53,888.88","54,258.74","54,619.24","54,957.80","55,265.28","55,537.95","55,777.88","55,988.98","56,177.84","56,349.35","56,505.48","56,644.86","56,765.25","56,863.13","56,936.78","56,983.93","57,007.74","57,018.19","57,028.71","57,048.24","57,088.13","57,145.31","57,197.61","57,213.54","57,174.41","57,065.23","56,903.63","56,742.76","56,655.63","56,692.18","56,875.15","57,182.52","57,564.59","57,948.42","58,281.21","58,542.62","58,747.86","58,922.12","59,105.62","59,325.23","59,589.07","59,879.47","60,166.83","60,409.62","60,578.49","60,663.07","60,673.69","60,627.29","60,550.09","60,461.83"
266,Malta,470,Country/Area,925,312.00,312.22,312.75,313.27,313.56,313.52,313.20,312.70,312.30,312.32,312.97,314.41,316.52,318.89,320.93,322.24,322.70,322.46,321.76,321.03,320.55,320.36,320.44,320.80,321.44,322.36,323.58,325.13,326.98,329.12,331.49,334.12,336.96,339.98,343.10,346.25,349.43,352.62,355.80,358.94,362.02,364.99,367.89,370.77,373.75,376.89,380.26,383.76,387.28,390.63,393.65,396.32,398.72,400.86,402.82,404.66,406.33,407.85,409.49,411.56,414.26,417.72,421.81,426.14,430.19,433.56,436.10,437.94,439.26,440.38,441.54
267,Montenegro,499,Country/Area,925,394.74,400.87,410.51,421.73,433.14,443.80,453.32,461.81,469.78,478.07,487.42,498.13,509.71,520.71,529.18,533.82,533.92,530.23,524.85,520.65,519.70,522.78,529.21,537.77,546.57,554.26,560.42,565.51,570.06,574.95,580.76,587.69,595.35,602.97,609.44,614.01,616.36,616.79,616.05,615.21,615.00,615.74,617.18,618.86,620.08,620.42,619.71,618.22,616.34,614.65,613.56,613.17,613.37,614.08,615.14,616.39,617.86,619.55,621.31,622.93,624.28,625.27,625.93,626.34,626.65,626.96,627.27,627.56,627.80,627.99,628.06
268,North Macedonia,807,Country/Area,925,"1,254.44","1,290.42","1,320.98","1,347.47","1,370.98","1,392.46","1,412.61","1,432.02","1,451.02","1,469.85","1,488.67","1,507.65","1,527.11","1,547.45","1,569.14","1,592.44","1,617.80","1,644.95","1,672.40","1,698.15","1,720.81","1,739.53","1,754.95","1,769.00","1,784.40","1,803.01","1,825.56","1,851.07","1,877.69","1,902.72","1,924.20","1,941.53","1,955.25","1,965.89","1,974.41","1,981.54","1,987.54","1,992.28","1,995.51","1,996.86","1,996.22","1,993.30","1,988.66","1,984.02","1,981.71","1,983.26","1,989.44","1,999.59","2,012.05","2,024.39","2,034.82","2,042.84","2,048.93","2,053.43","2,057.04","2,060.28","2,063.13","2,065.41","2,067.31","2,069.03","2,070.74","2,072.48","2,074.28","2,076.07","2,077.78","2,079.34","2,080.75","2,082.00","2,082.96","2,083.46","2,083.38"
269,Portugal,620,Country/Area,925,"8,416.97","8,418.74","8,451.55","8,503.17","8,563.70","8,625.54","8,683.42","8,734.43","8,777.70","8,814.02","8,844.64","8,869.99","8,888.51","8,896.27","8,888.23","8,862.28","8,814.77","8,750.86","8,687.87","8,649.25","8,651.33","8,700.00","8,789.11","8,907.93","9,039.98","9,172.24","9,302.30","9,431.04","9,552.61","9,660.75","9,750.97","9,820.87","9,870.82","9,902.99","9,921.24","9,929.18","9,926.43","9,914.07","9,899.20","9,890.82","9,895.36","9,916.05","9,951.31","9,996.64","10,045.03","10,091.32","10,134.02","10,174.56","10,214.05","10,254.50","10,297.12","10,341.46","10,385.99","10,429.62","10,470.93","10,508.49","10,542.84","10,573.15","10,595.31","10,604.07","10,596.06","10,569.39","10,526.31","10,473.03","10,418.22","10,368.35","10,325.54","10,288.53","10,256.19","10,226.18","10,196.71"
270,San Marino,674,Country/Area,925,12.77,12.92,13.10,13.30,13.53,13.79,14.07,14.38,14.71,15.06,15.44,15.84,16.26,16.67,17.10,17.51,17.92,18.31,18.67,18.98,19.22,19.39,19.49,19.56,19.66,19.83,20.09,20.40,20.76,21.12,21.45,21.76,22.04,22.30,22.55,22.79,23.05,23.30,23.55,23.83,24.12,24.45,24.83,25.21,25.59,25.93,26.25,26.56,26.85,27.14,27.46,27.82,28.18,28.56,28.94,29.32,29.69,30.07,30.43,30.83,31.22,31.66,32.10,32.55,32.94,33.27,33.50,33.67,33.78,33.86,33.94
271,Serbia,688,Country/Area,925,"6,732.25","6,853.29","6,963.39","7,063.17","7,153.36","7,234.92","7,308.93","7,376.69","7,439.61","7,499.17","7,556.73","7,613.36","7,669.61","7,725.50","7,780.69","7,835.09","7,888.80","7,942.64","7,998.00","8,056.67","8,119.87","8,187.99","8,260.63","8,337.07","8,416.26","8,497.17","8,579.63","8,663.33","8,746.98","8,829.04","8,908.30","8,984.60","9,057.97","9,127.68","9,192.92","9,253.40","9,306.35","9,352.15","9,397.31","9,450.77","9,517.68","9,602.88","9,701.15","9,795.25","9,861.63","9,884.15","9,856.06","9,784.69","9,685.43","9,580.82","9,487.61","9,410.77","9,346.46","9,292.23","9,242.64","9,193.82","9,145.91","9,101.19","9,060.11","9,023.35","8,991.26","8,963.76","8,940.12","8,918.89","8,898.28","8,876.78","8,853.96","8,829.62","8,802.74","8,772.23","8,737.37"
272,Slovenia,705,Country/Area,925,"1,473.09","1,481.63","1,491.68","1,502.84","1,514.79","1,527.21","1,539.79","1,552.26","1,564.36","1,575.87","1,586.63","1,596.55","1,605.64","1,614.02","1,621.89","1,629.44","1,636.66","1,643.70","1,651.09","1,659.56","1,669.58","1,681.43","1,694.98","1,709.98","1,725.97","1,742.62","1,759.72","1,777.32","1,795.64","1,815.11","1,835.84","1,857.85","1,880.71","1,903.55","1,925.31","1,945.13","1,962.87","1,978.50","1,991.39","2,000.83","2,006.40","2,007.78","2,005.35","2,000.56","1,995.33","1,991.13","1,988.58","1,987.46","1,987.38","1,987.63","1,987.71","1,987.46","1,987.27","1,987.86","1,990.23","1,994.98","2,002.43","2,012.13","2,023.05","2,033.81","2,043.34","2,051.28","2,057.83","2,063.12","2,067.49","2,071.20","2,074.21","2,076.40","2,077.84","2,078.65","2,078.93"
273,Spain,724,Country/Area,925,"28,069.73","28,219.62","28,399.03","28,600.36","28,818.01","29,048.39","29,290.08","29,543.63","29,811.31","30,096.58","30,402.41","30,729.65","31,075.48","31,432.77","31,791.94","32,146.26","32,491.64","32,830.18","33,168.78","33,517.68","33,883.75","34,267.46","34,664.23","35,069.43","35,476.44","35,879.21","36,276.75","36,666.77","37,040.40","37,386.81","37,698.20","37,971.97","38,209.69","38,413.30","38,586.70","38,733.87","38,855.63","38,954.49","39,038.69","39,118.56","39,202.52","39,299.08","39,410.85","39,533.73","39,660.08","39,787.41","39,908.96","40,035.29","40,201.56","40,454.47","40,824.75","41,319.43","41,919.59","42,596.46","43,308.35","44,019.12","44,728.56","45,429.07","46,068.81","46,583.57","46,931.01","47,084.24","47,063.06","46,930.55","46,777.93","46,671.92","46,634.13","46,647.43","46,692.86","46,736.78","46,754.78"
274,Western Europe,926,Subregion,917,"142,413.99","143,163.11","144,006.88","144,907.62","145,840.95","146,795.94","147,775.94","148,797.62","149,888.64","151,083.00","152,408.56","153,872.91","155,451.70","157,083.17","158,682.97","160,187.06","161,571.66","162,842.54","164,001.41","165,060.30","166,027.94","166,904.73","167,683.54","168,358.71","168,923.36","169,376.82","169,721.69","169,973.10","170,159.50","170,317.66","170,478.78","170,651.82","170,845.36","171,088.87","171,416.12","171,850.26","172,399.40","173,056.32","173,807.98","174,632.83","175,509.66","176,445.05","177,428.99","178,403.59","179,293.99","180,050.09","180,639.47","181,083.63","181,452.38","181,847.01","182,338.69","182,958.30","183,678.99","184,444.79","185,172.06","185,803.79","186,318.82","186,746.67","187,141.91","187,583.20","188,126.31","188,782.03","189,528.22","190,346.87","191,207.92","192,084.40","192,979.26","193,885.83","194,754.51","195,522.41","196,146.32"
275,Austria,40,Country/Area,926,"6,936.44","6,931.35","6,931.19","6,935.15","6,942.62","6,953.40","6,967.62","6,985.72","7,008.42","7,036.55","7,070.77","7,111.14","7,156.84","7,205.99","7,256.09","7,305.15","7,352.24","7,397.17","7,439.58","7,479.34","7,516.24","7,550.34","7,581.12","7,607.07","7,626.29","7,637.69","7,640.76","7,636.57","7,627.76","7,617.88","7,609.75","7,604.51","7,602.18","7,603.10","7,607.30","7,614.87","7,625.40","7,639.35","7,658.86","7,686.56","7,723.95","7,772.70","7,830.94","7,892.09","7,947.22","7,990.11","8,017.85","8,032.87","8,041.05","8,051.12","8,069.28","8,097.76","8,134.40","8,175.86","8,216.81","8,253.66","8,285.35","8,313.73","8,341.53","8,372.66","8,409.95","8,453.50","8,502.23","8,556.19","8,615.21","8,678.67","8,747.31","8,819.90","8,891.38","8,955.11","9,006.40"
276,Belgium,56,Country/Area,926,"8,637.52","8,680.18","8,727.99","8,779.27","8,832.70","8,887.28","8,942.41","8,997.85","9,053.64","9,110.07","9,167.36","9,225.41","9,283.55","9,340.42","9,394.30","9,443.95","9,488.76","9,529.05","9,565.59","9,599.65","9,632.18","9,663.32","9,692.85","9,720.75","9,747.02","9,771.58","9,794.77","9,816.69","9,836.81","9,854.37","9,869.00","9,880.59","9,889.82","9,897.88","9,906.37","9,916.58","9,928.54","9,942.28","9,959.01","9,980.18","10,006.55","10,039.45","10,078.10","10,118.68","10,155.91","10,186.30","10,208.27","10,223.79","10,237.30","10,255.16","10,282.05","10,319.03","10,364.88","10,419.03","10,480.12","10,546.89","10,619.48","10,697.58","10,778.76","10,859.93","10,938.74","11,013.86","11,085.36","11,154.01","11,221.23","11,287.93","11,354.41","11,419.75","11,482.18","11,539.33","11,589.62"
277,France,250,Country/Area,926,"41,833.87","42,031.20","42,315.60","42,654.66","43,024.82","43,411.38","43,809.00","44,221.22","44,659.05","45,138.43","45,673.15","46,266.97","46,907.04","47,560.83","48,184.41","48,746.65","49,232.54","49,651.08","50,024.59","50,387.44","50,763.92","51,162.57","51,573.27","51,979.53","52,356.79","52,688.58","52,969.31","53,208.55","53,423.11","53,637.07","53,868.01","54,121.01","54,391.47","54,675.37","54,965.17","55,254.84","55,545.27","55,837.62","56,126.34","56,404.30","56,666.86","56,913.58","57,147.21","57,370.38","57,587.12","57,801.89","58,012.06","58,220.66","58,444.25","58,704.38","59,015.09","59,384.13","59,803.43","60,251.59","60,697.98","61,120.13","61,508.92","61,869.23","62,209.21","62,542.88","62,879.54","63,222.23","63,564.22","63,893.52","64,193.55","64,453.19","64,667.59","64,842.51","64,990.51","65,129.73","65,273.51"
278,Germany,276,Country/Area,926,"69,966.25","70,300.01","70,620.28","70,929.84","71,233.39","71,537.45","71,850.65","72,183.45","72,547.58","72,954.89","73,414.23","73,928.08","74,489.45","75,080.75","75,677.31","76,258.03","76,819.57","77,357.25","77,847.18","78,260.76","78,578.38","78,789.93","78,901.83","78,932.46","78,909.81","78,856.03","78,781.74","78,687.32","78,573.59","78,438.17","78,283.10","78,107.86","77,926.02","77,770.21","77,682.29","77,691.59","77,806.14","78,015.74","78,307.53","78,660.30","79,053.98","79,490.83","79,963.17","80,428.56","80,832.93","81,138.65","81,323.67","81,399.25","81,402.67","81,389.94","81,400.88","81,453.89","81,535.12","81,614.37","81,646.47","81,602.74","81,472.24","81,277.84","81,065.75","80,899.96","80,827.00","80,855.63","80,972.63","81,174.37","81,450.37","81,787.41","82,193.77","82,658.41","83,124.41","83,517.05","83,783.95"
279,Liechtenstein,438,Country/Area,926,13.75,13.95,14.14,14.34,14.57,14.82,15.12,15.43,15.77,16.12,16.50,16.89,17.30,17.72,18.17,18.64,19.16,19.69,20.24,20.77,21.27,21.73,22.16,22.56,22.99,23.44,23.93,24.45,24.97,25.46,25.88,26.23,26.53,26.79,27.03,27.29,27.55,27.84,28.14,28.45,28.79,29.17,29.55,29.99,30.42,30.88,31.35,31.83,32.31,32.77,33.18,33.54,33.89,34.17,34.44,34.72,34.98,35.22,35.47,35.72,36.00,36.30,36.62,36.94,37.22,37.47,37.66,37.81,37.92,38.02,38.14
280,Luxembourg,442,Country/Area,926,296.01,297.59,299.50,301.51,303.45,305.26,306.94,308.56,310.26,312.22,314.59,317.44,320.70,324.13,327.36,330.16,332.42,334.23,335.83,337.57,339.67,342.23,345.10,348.18,351.19,353.98,356.57,358.96,361.08,362.80,364.05,364.78,365.10,365.30,365.80,366.88,368.66,371.08,374.12,377.71,381.78,386.36,391.40,396.81,402.44,408.15,414.00,419.98,425.83,431.26,436.11,440.20,443.73,447.32,451.82,457.85,465.61,474.92,485.40,496.54,507.89,519.31,530.86,542.55,554.51,566.74,579.27,591.91,604.24,615.73,625.98
281,Monaco,492,Country/Area,926,20.00,19.38,19.08,19.05,19.26,19.65,20.19,20.79,21.41,21.98,22.46,22.81,23.04,23.17,23.24,23.29,23.30,23.29,23.30,23.35,23.49,23.72,24.05,24.45,24.83,25.20,25.52,25.81,26.09,26.39,26.75,27.16,27.63,28.09,28.51,28.84,29.05,29.16,29.23,29.31,29.43,29.63,29.86,30.15,30.44,30.73,31.00,31.27,31.55,31.84,32.15,32.47,32.80,33.14,33.50,33.84,34.19,34.52,34.86,35.22,35.61,36.03,36.46,36.90,37.32,37.72,38.07,38.39,38.68,38.97,39.24
282,Netherlands,528,Country/Area,926,"10,042.05","10,167.54","10,297.99","10,432.30","10,569.69","10,709.62","10,851.93","10,996.63","11,144.07","11,294.68","11,448.82","11,606.40","11,766.73","11,928.36","12,089.39","12,248.33","12,404.19","12,556.84","12,706.79","12,855.01","13,001.94","13,147.94","13,291.88","13,431.19","13,562.43","13,683.29","13,793.11","13,892.92","13,984.05","14,068.60","14,148.41","14,223.76","14,295.21","14,365.39","14,437.51","14,513.95","14,595.75","14,682.66","14,774.03","14,868.66","14,965.44","15,064.52","15,165.86","15,268.01","15,369.12","15,467.85","15,563.25","15,655.48","15,745.65","15,835.53","15,926.19","16,018.11","16,110.36","16,200.95","16,287.18","16,367.15","16,440.09","16,506.65","16,568.11","16,626.38","16,682.93","16,738.19","16,791.85","16,843.51","16,892.52","16,938.49","16,981.29","17,021.34","17,059.56","17,097.12","17,134.87"
283,Switzerland,756,Country/Area,926,"4,668.09","4,721.92","4,781.12","4,841.51","4,900.46","4,957.07","5,012.09","5,067.97","5,128.44","5,198.06","5,280.68","5,377.76","5,487.05","5,601.81","5,712.71","5,812.84","5,899.48","5,973.94","6,038.33","6,096.43","6,150.85","6,202.95","6,251.29","6,292.54","6,322.01","6,337.03","6,335.98","6,321.82","6,302.04","6,286.91","6,283.83","6,295.92","6,321.41","6,356.74","6,396.14","6,435.42","6,473.05","6,510.59","6,550.73","6,597.36","6,652.87","6,718.82","6,792.91","6,868.94","6,938.41","6,995.52","7,038.03","7,068.50","7,091.78","7,115.03","7,143.76","7,179.17","7,220.38","7,268.36","7,323.73","7,386.82","7,457.96","7,536.99","7,622.83","7,713.90","7,808.67","7,906.99","8,008.01","8,108.88","8,206.00","8,296.78","8,379.92","8,455.80","8,525.61","8,591.36","8,654.62"
284,NORTHERN AMERICA,918,SDG subregion,1829,"172,602.61","175,016.59","177,778.50","180,813.19","184,051.53","187,430.41","190,892.80","194,387.68","197,870.18","201,301.49","204,649.17","207,887.20","210,996.18","213,963.48","216,782.88","219,454.16","221,966.41","224,327.31","226,580.62","228,786.68","230,991.86","233,213.54","235,449.57","237,703.02","239,970.84","242,251.50","244,552.72","246,882.30","249,237.76","251,613.70","254,007.13","256,418.90","258,854.00","261,318.32","263,819.45","266,363.43","268,958.51","271,606.62","274,300.34","277,028.16","279,785.25","282,552.40","285,339.70","288,205.11","291,227.27","294,453.53","297,918.80","301,582.34","305,324.08","308,977.74","312,426.79","315,615.99","318,585.95","321,432.41","324,299.30","327,287.14","330,425.34","333,668.49","336,952.72","340,182.41","343,287.42","346,251.16","349,093.38","351,824.04","354,464.25","357,031.05","359,524.64","361,942.25","364,295.99","366,600.94","368,869.64"
285,Bermuda,60,Country/Area,918,37.26,37.80,38.44,39.14,39.91,40.71,41.54,42.37,43.23,44.09,44.99,45.90,46.82,47.72,48.59,49.38,50.12,50.79,51.39,51.98,52.57,53.15,53.75,54.33,54.88,55.40,55.88,56.32,56.75,57.17,57.58,57.99,58.39,58.79,59.18,59.59,60.01,60.42,60.84,61.24,61.63,62.01,62.39,62.75,63.10,63.44,63.77,64.09,64.39,64.70,65.02,65.33,65.65,65.94,66.16,66.26,66.24,66.13,65.94,65.68,65.39,65.08,64.74,64.38,64.04,63.70,63.36,63.04,62.76,62.51,62.27
286,Canada,124,Country/Area,918,"13,733.40","14,078.45","14,445.45","14,834.91","15,245.42","15,673.76","16,114.73","16,561.26","17,004.84","17,436.20","17,847.40","18,233.97","18,596.85","18,943.24","19,284.23","19,627.97","19,975.70","20,324.79","20,675.00","21,025.26","21,374.33","21,723.47","22,072.19","22,415.31","22,745.90","23,059.27","23,354.59","23,634.38","23,901.72","24,161.13","24,416.89","24,668.16","24,916.54","25,171.44","25,444.89","25,744.81","26,075.50","26,432.89","26,806.13","27,179.50","27,541.32","27,888.81","28,224.41","28,547.96","28,860.73","29,164.15","29,457.82","29,742.38","30,022.08","30,302.51","30,588.38","30,880.07","31,178.26","31,488.05","31,815.49","32,164.31","32,536.99","32,930.80","33,337.64","33,746.09","34,147.57","34,539.16","34,922.03","35,296.54","35,664.34","36,026.67","36,382.94","36,732.09","37,074.56","37,411.04","37,742.16"
287,Greenland,304,Country/Area,918,22.99,23.47,23.94,24.47,25.09,25.85,26.73,27.73,28.84,30.02,31.23,32.48,33.73,35.04,36.44,37.97,39.61,41.36,43.10,44.70,46.08,47.20,48.07,48.74,49.23,49.58,49.78,49.85,49.87,49.94,50.18,50.58,51.16,51.83,52.53,53.19,53.79,54.37,54.88,55.29,55.60,55.78,55.86,55.85,55.82,55.81,55.83,55.87,55.95,56.05,56.18,56.34,56.52,56.71,56.87,56.95,56.97,56.93,56.84,56.73,56.64,56.56,56.48,56.41,56.38,56.38,56.41,56.47,56.57,56.66,56.77
